EicCode;EicDisplayName;EicLongName;EicParent;EicResponsibleParty;EicStatus;MarketParticipantPostalCode;MarketParticipantIsoCountryCode;MarketParticipantVatCode;EicTypeFunctionList;type
21Y000000000105I;VTT_CROATIA;Croatia;;;Active;;;;Scheduling Area;Y
21Y000000000106G;GAS_SYS_ESTONIA;Estonian gas system;;;Active;;;;Market Area;Y
21Y000000000107E;KK_PETRO;Croatia PETRO domestic network point for single customer;;;Active;;;;Local Market Area;Y
21Y000000000108C;KK_EL_TO_ZG;Croatia EL_TO_ZG domestic network point for single customer;;;Active;;;;Local Market Area;Y
21Y000000000109A;KK_TE_TO_ZG;Croatia TE_TO_ZG domestic network point for single customer;;;Active;;;;Local Market Area;Y
21Y000000000110P;KK_RAF_URINJ;Croatia RAF_URINJ domestic network point for single customer;;;Active;;;;Local Market Area;Y
21Y000000000111N;UMS_ETAN;Croatia ETAN point related to domestic gas production facility;;;Active;;;;Local Market Area;Y
21Y000000000112L;UMS_GOLA;Croatia GOLA point related to domestic gas production facility;;;Active;;;;Local Market Area;Y
21Y000000000113J;UMS_FERDINAND;Croatia FERDINAND point related to domestic gas production facility;;;Active;;;;Local Market Area;Y
21Y000000000114H;UMS_HAMPOVICA;Croatia HAMPOVICA point related to domestic gas production facility;;;Active;;;;Local Market Area;Y
21Y000000000115F;UMS_MOLVE;Croatia MOLVE point related to domestic gas production facility;;;Active;;;;Local Market Area;Y
21Y000000000116D;UMS_TERM_PULA;Croatia TERM_PULA point related to domestic gas production facility;;;Active;;;;Local Market Area;Y
21Y000000000117B;OKOLI_GAS_STOR;PSP OKOLI;;;Active;;;;Local Market Area;Y
21Y0000000001189;AGG_PPG_TGPS_PL;Aggregated PPG -TGPS (PL);;;Active;;;;Local Market Area;Y
21Y0000000001197;AGG_PPG_E_PL;Aggregated PPG -E gas (PL);;;Active;;;;Local Market Area;Y
21Y000000000120M;AGG_PPG_L_PL;Aggregated PPG -L gas (PL);;;Active;;;;Local Market Area;Y
21Y000000000122I;KK_TE_SISAK;Croatia KK_TE_SISAK;;;Active;;;;Local Market Area;Y
21Y000000000123G;INTERGAS_LT;Druskininkai Municipality Republic of Lithuania;;;Active;;;;Local Market Area;Y
21Y000000000124E;AGG_EX_DE_GTG_L;Final Consumers DE GTG Nord L Gas;;;Active;;;;Market Area;Y
21Y000000000125C;SWEDEN_GAS_BALZ;SE ZONE;;;Active;;;;Scheduling Area;Y
21Y000000000126A;AGGREGATED_EXIT;GASCADE Aggregated final customers;;;Active;;;;Market Area;Y
21Y0000000001278;PEG_TRF;PEG TRF;;;Active;;;;Scheduling Area;Y
21Y0000000001286;AGGREGATED_ENTRY;GASCADE Aggregated production ;;;Active;;;;Market Area;Y
21Y0000000001294;NWG_AGGR_CUSTOM;NOWEGA AGGREGATION CUSTOMER;;;Active;;;;Market Area;Y
21Y000000000130J;NWG_AGGR_PROD;NOWEGA AGGREGATION PRODUCTION;;;Active;;;;Market Area;Y
21Y000000000131H;VTP-GREECE;Virtual Trading Point Greece;;;Active;;;;Market Area,Scheduling Area;Y
21Y000000000132F;AGGREGATE_NAP;AGGR Exit terranets;;;Active;;;;Market Area;Y
21Y000000000133D;ISAC_ORLOV_2-3;Transit 2 and Transit 3;;;Active;;;;Metering Grid Area;Y
21Y000000000134B;VTP_PL_POLPX_L;Virtual Trading Point Gas Exchange L gas PL;;;Active;;;;Scheduling Area;Y
21Y0000000001359;BALTIC-BAL;Baltic Balancing Zone;;;Active;;;;Scheduling Area;Y
21Y0000000001367;ZEVENAAR;Zevenaar;;;Active;;;;Border Area;Y
21Y0000000001375;TAP-BAL-ZONE;TAP Balancing Zone;;;Active;;;;Scheduling Area;Y
21Y000000000140G;N4G-AGGR-CONSUM;Aggregated Final Consumers (CZ);;21X000000001304L;Active;;;;Market Area;Y
21Y917356934859I;TNBW;NetConnect Germany;;;Active;;;;Distribution Network Area;Y
21Y9842960273027;SUM-PRO-HEB-GUD;Sum Production H gas excl. Biogas GUD;;;Active;;;;Market Area;Y
21Y---A001A001-B;VOB-CZ;Virtual Trading Point RWE Transgas Net;;21X000000001304L;Active;;;;Bidding Zone,Market Area,Metering Grid Area;Y
21Y---A001A003-5;GTF-DK;Bilateral Trading Point;;10X1001A1001A248;Active;;;;Market Area;Y
21Y---A001A004-2;EXX-ETF-DK;EXX-ETF-DK;;10X1001A1001A248;Active;;;;Market Area;Y
21Y---A001A006-X;FOS-FR;Fos (Cavaou &  Tonkin);;21X-FR-A-A0A0A-S;Active;;;;Border Area;Y
21Y---A001A007-U;MIDI-FR;MIDI (Dordogne/Hérault);;21X-FR-A-A0A0A-S;Active;;;;Border Area;Y
21Y---A001A008-R;TAISNI-FR;Taisnierès (H) (FR);;21X-FR-A-A0A0A-S;Active;;;;Border Area;Y
21Y---A001A009-O;IBP-IE;IBP;;47X0000000000576;Active;;;;Market Area;Y
21Y---A001A010-A;PSV-IT;PSV;;;Active;;;;Market Area;Y
21Y---A001A011-7;MH-EC-UK;Milford Haven (Terminal Entry Cap);;55XNATIONALGASTC;Active;;;;Local Market Area;Y
21Y---A001A012-4;OBER-AT;Oberkappel;;;Active;;;;Local Market Area;Y
21Y---A001A013-1;UBERACK-AT;Überackern;;;Active;;;;Local Market Area;Y
21Y---A001A014-Z;OBERGAIL-FR-DE;Obergailbach FR DE Area;;;Active;;;;Local Market Area;Y
21Y---A001A016-T;WALL-CH-DE;Wallbach CH DE area;;;Active;;;;Local Market Area;Y
21Y---A001A018-N;CH-BALANCE-AREA;Market Balance Area CH;;;Active;;;;Scheduling Area;Y
21Y---A001A023-Y;BAUM-SK-AT;Baumgarten SK AT Area;;21X-SK-A-A0A0A-N;Active;;;;Market Area;Y
21Y---A002A005-T;PVB;PVB ES;;21X0000000013368;Active;;;;Market Area,Scheduling Area;Y
21YBA-EC-------B;BA-EC;Terminal Bacton Entry Cap;;55XNATIONALGASTC;Active;;;;Local Market Area;Y
21YBP-EC-------G;BP-EC;Terminal Burton Entry Cap;;55XNATIONALGASTC;Active;;;;Local Market Area;Y
21YBR-EC-------T;BR-EC;Terminal Barrow Entry Cap;;55XNATIONALGASTC;Active;;;;Local Market Area;Y
21YEA-EC-------9;EA-EC;Terminal Easington Entry Cap;;55XNATIONALGASTC;Active;;;;Local Market Area;Y
21YGB-UKGASGRIDW;UK-GAS-GRID;UK GAS GRID;;55XNATIONALGASTC;Active;;;;Local Market Area;Y
21YHS-EC------0B;HS-EC;Terminal Hornsea Entry Cap;;55XNATIONALGASTC;Active;;;;Local Market Area;Y
21YIG-EC-------X;IG-EC;Terminal Isle of Grain Entry Cap;;55XNATIONALGASTC;Active;;;;Local Market Area;Y
21YNL----TTF---1;NL-TTF;NL TTF;;;Active;;;;Scheduling Area;Y
21YPNT-EX-GAS-NT;PEGNORD;Point Exchange Gas - NORD;;21X-FR-A-A0A0A-S;Active;;;;Bidding Zone;Y
21YPNT-EX-GAS-SJ;PEGSUD;Point Exchange Gas - SUD;;21X-FR-A-A0A0A-S;Active;;;;Bidding Zone;Y
21YRH-EC-------F;RH-EC;Terminal Rough Entry Cap;;55XNATIONALGASTC;Active;;;;Local Market Area;Y
21YSF-EC-------Q;SF-EC;Terminal St Fergus Entry Cap;;55XNATIONALGASTC;Active;;;;Local Market Area;Y
21YTE-EC-------P;TE-EC;Terminal Teesside Entry Cap;;55XNATIONALGASTC;Active;;;;Local Market Area;Y
21YTH-EC-------Q;TH-EC;Terminal Theddlethorpe Entry Cap;;55XNATIONALGASTC;Active;;;;Local Market Area;Y
22Y201903141---O;DE-BE-AREA;Border Area Germany-Belgium;;10X1001A1001A094;Active;;;;Border Area;Y
22Y201903142---J;DEAMP-BE-AREA;Border Area DE-Amprion-Belgium;;10X1001A1001A094;Active;;;;Border Area;Y
22Y201903143---E;ALEGRO-AREA;ALEGRO Area;;10X1001A1001A094;Active;;;;Control Area;Y
22Y201903144---9;BE-AL-VH-AREA;Belgium ALEGRO Virtual HUB;;10X1001A1001A094;Active;;;;Scheduling Area;Y
22Y201903145---4;DEAMP-AL-VH-AREA;DE Amprion ALEGRO Virtual HUB;;10X1001A1001A094;Active;;;;Scheduling Area;Y
22Y20191008----W;BE-NLL-VH-AREA;Belgium NEMO LINK LTD Virtual HUB;;10X1001A1001A094;Active;;;;Scheduling Area;Y
22Y20191009----Q;GB1-NLL-VH-AREA;Great-Britain1 NEMO LINK LTD Virtual HUB;;10X1001A1001A094;Active;;;;Scheduling Area;Y
27YG-RTN-TSO-CZW;G-RTN-TSO-CZ;RWE Transgas NET, s.r.o;;;Active;;;;Distribution Network Area;Y
27YSECOND-FOUNDB;SECOND-FOUND-Y;Second Foundation a.s.;;27XSECOND-FOUNDP;Active;;;;Balance Group;Y
28Y0000000000001;EDP_CELJE;Elektro Celje, DO EDP;;;Active;;;;Distribution Network Area;Y
28Y000000000002Y;EDP_LJUBLJANA;Elektro Ljubljana, DO EDP;;;Active;;;;Distribution Network Area;Y
28Y000000000003W;EDP_MARIBOR;Elektro Maribor, DO EDP;;;Active;;;;Distribution Network Area;Y
28Y000000000004U;EDP_GORENJSKA;Elektro Gorenjska, DO EDP;;;Active;;;;Distribution Network Area;Y
28Y000000000005S;EDP_PRIMORSKA;Elektro Primorska, DO EDP;;;Active;;;;Distribution Network Area;Y
28Y000000000007O;ZDS_PE_RAVNE;ZDS Petrol Energetika Ravne;;;Active;;;;Distribution Network Area;Y
28Y000000000008M;ZDS_PE_STORE;ZDS Petrol Energetika Štore;;;Active;;;;Distribution Network Area;Y
28Y000000000009K;ZDS-JESENICE;ZDS JESENICE;;;Active;;;;Distribution Network Area;Y
28Y000000000010Z;ZDS_JES_ACRONI;ZDS Acroni Jesenice;;;Active;;;;Distribution Network Area;Y
28Y000000000011X;ZDS_KID_TALUM;ZDS Talum Kidričevo;;;Active;;;;Distribution Network Area;Y
28Y000000000013T;ZDS_SAL_ANHOVO;ZDS-Alpacem-Cement ;;;Active;;;;Distribution Network Area;Y
31Y-00000000022J;HR-LNG-KRK;LNG Terminal Krk;;31X-LNG-HR-----7;Active;;;;Local Market Area;Y
37Y000000000405B;NAPHALLEZONE;NAP Halle Zone;;;Active;;;;Coordination Center Zone;Y
37Y0000000004360;DUISBURG_HUCKING;37Y0000000004360;;;Active;;;;Coordination Center Zone;Y
37Y0000000005081;37Y0000000005081;Endverbraucher aggregiert H-Gas;;;Active;;;;Local Market Area;Y
37Y005053MH0000R;TRADING_HUB_EUR;Marktgebiet THE;;;Active;;;;Market Area;Y
37Y701125MH0000I;DVGW-MH0000I;Marktgebiet HGas NetConnect;;;Active;;;;Market Area;Y
37Y701130ML0000P;DVGW-ML0000P;Marktgebiet L-Gas 1;;;Active;;;;Market Area;Y
37Y701133MH0000P;DVGW-MH0000P;Marktgebiet GASPOOL;;;Active;;;;Market Area;Y
39YSINBP000000NE;MGPHUNGARY;MGP-HUNGARY;;;Active;;;;Balance Group;Y
44Y-000000000005;FI_FSJ000;Caruna Oy;;44X-000000000253;Active;;;;Metering Grid Area;Y
44Y-000000000013;FI_FED000;Caruna Espoo Oy;;44X-000000000261;Active;;;;Metering Grid Area;Y
44Y-000000000021;FI_FAS000;Caruna Oy, aluesiirto;;44X-000000000253;Active;;;;Metering Grid Area;Y
44Y-00000000004Y;FI_SKE000;Seiverkot Oy;;44X-00000000028Y;Active;;;;Metering Grid Area;Y
44Y-00000000005W;FI_KVK000;Verkko Korpela Oy;;44X-00000000029W;Active;;;;Metering Grid Area;Y
44Y-00000000006U;FI_KVK001;Verkko Korpela Oy;;44X-00000000029W;Active;;;;Metering Grid Area;Y
44Y-00000000007S;FI_KVK002;Verkko Korpela Oy;;44X-00000000029W;Active;;;;Metering Grid Area;Y
44Y-00000000008Q;FI_TOHE00;Verkko Korpela Oy;;44X-00000000029W;Active;;;;Metering Grid Area;Y
44Y-00000000009O;FI_VE0000;Vantaan Energia Sähköverkot Oy;;44X-00000000030A;Active;;;;Metering Grid Area;Y
44Y-000000000102;FI_KSS000;Köyliön-Säkylän Sähkö Oy;;44X-000000000326;Active;;;;Metering Grid Area;Y
44Y-000000000110;FI_KOSE00;KSS Verkko Oy;;44X-000000000334;Active;;;;Metering Grid Area;Y
44Y-00000000012Z;FI_PKS000;PKS Sähkönsiirto Oy;;44X-000000000342;Active;;;;Metering Grid Area;Y
44Y-00000000013X;FI_KRN000;PKS Sähkönsiirto Oy;;44X-000000000342;Active;;;;Metering Grid Area;Y
44Y-00000000014V;FI_PAL000;PKS Sähkönsiirto Oy;;44X-000000000342;Active;;;;Metering Grid Area;Y
44Y-00000000015T;FI_PUN000;PKS Sähkönsiirto Oy;;44X-000000000342;Active;;;;Metering Grid Area;Y
44Y-00000000016R;FI_RUSK00;PKS Sähkönsiirto Oy;;44X-000000000342;Active;;;;Metering Grid Area;Y
44Y-00000000017P;FI_SRI000;PKS Sähkönsiirto Oy;;44X-000000000342;Active;;;;Metering Grid Area;Y
44Y-00000000018N;FI_VIHT00;PKS Sähkönsiirto Oy;;44X-000000000342;Active;;;;Metering Grid Area;Y
44Y-00000000019L;FI_VAAR00;PKS Sähkönsiirto Oy;;44X-000000000342;Active;;;;Metering Grid Area;Y
44Y-00000000021Y;FI_HKE000;Helen Sähköverkko Oy;;44X-000000000350;Active;;;;Metering Grid Area;Y
44Y-00000000022W;FI_KE0000;Helen Sähköverkko Oy;;44X-000000000350;Active;;;;Metering Grid Area;Y
44Y-00000000023U;FI_HAB000;Helen Sähköverkko Oy;;44X-000000000350;Active;;;;Metering Grid Area;Y
44Y-00000000024S;FI_SAB000;Helen Sähköverkko Oy;;44X-000000000350;Active;;;;Metering Grid Area;Y
44Y-00000000025Q;FI_VUA000;Helen Sähköverkko Oy;;44X-000000000350;Active;;;;Metering Grid Area;Y
44Y-00000000026O;FI_VUB000;Helen Sähköverkko Oy;;44X-000000000350;Active;;;;Metering Grid Area;Y
44Y-00000000027M;FI_PEL000;Pori Energia Sähköverkot Oy;;44X-00000000036Z;Active;;;;Metering Grid Area;Y
44Y-00000000028K;FI_REO000;Rauman Energia Sähköverkko Oy;;44X-00000000037X;Active;;;;Metering Grid Area;Y
44Y-00000000029I;FI_VSV000;Vakka-Suomen Voima Oy;;44X-00000000038V;Active;;;;Metering Grid Area;Y
44Y-00000000030X;FI_AHV000;Helen Oy;;44X-00000000039T;Active;;;;Metering Grid Area;Y
44Y-00000000031V;FI_MAN000;Helen Oy;;44X-00000000039T;Active;;;;Metering Grid Area;Y
44Y-00000000032T;FI_PTA000;Helen Oy;;44X-00000000039T;Active;;;;Metering Grid Area;Y
44Y-00000000033R;FI_KRP000;Kronoby Elverk Ab;;44X-000000000407;Active;;;;Metering Grid Area;Y
44Y-00000000034P;FI_PKV000;Paneliankosken Voima Oy;;44X-000000000431;Active;;;;Metering Grid Area;Y
44Y-00000000035N;FI_OE0000;Oulun Energia Siirto ja Jakelu Oy;;44X-00000000045Y;Active;;;;Metering Grid Area;Y
44Y-00000000036L;FI_KME000;Keminmaan Energia ja Vesi Oy;;44X-00000000048S;Active;;;;Metering Grid Area;Y
44Y-00000000037J;FI_ASV000;Esse Elektro-Kraft Ab;;44X-00000000049Q;Active;;;;Metering Grid Area;Y
44Y-00000000039F;FI_LANK00;Lankosken Sähkö Oy ;;44X-000000000512;Active;;;;Metering Grid Area;Y
44Y-00000000040U;FI_RKE000;Raahen Energia Oy ;;44X-000000000520;Active;;;;Metering Grid Area;Y
44Y-00000000041S;FI_KOKE00;Kokemäen Sähkö Oy;;44X-00000000053Z;Active;;;;Metering Grid Area;Y
44Y-00000000042Q;FI_LAMM00;Lammaisten Energia Oy;;44X-00000000054X;Active;;;;Metering Grid Area;Y
44Y-00000000043O;FI_NUR000;Nurmijärven Sähköverkko Oy;;44X-00000000055V;Active;;;;Metering Grid Area;Y
44Y-00000000044M;FI_TKS000;Tampereen Energia Sähköverkko Oy;;44X-00000000057R;Active;;;;Metering Grid Area;Y
44Y-00000000045K;FI_HER000;Herrfors Nät-verkko Oy Ab;;44X-00000000058P;Active;;;;Metering Grid Area;Y
44Y-00000000046I;FI_HER001;Herrfors Nät-verkko Oy Ab;;44X-00000000058P;Active;;;;Metering Grid Area;Y
44Y-00000000047G;FI_HER002;Herrfors Nät-verkko Oy Ab;;44X-00000000058P;Active;;;;Metering Grid Area;Y
44Y-00000000048E;FI_HER003;Herrfors Nät-verkko Oy Ab;;44X-00000000058P;Active;;;;Metering Grid Area;Y
44Y-00000000049C;FI_KKE000;Kemin Energia ja Vesi Oy  ;;44X-00000000059N;Active;;;;Metering Grid Area;Y
44Y-00000000050R;FI_OSS000;Oulun Seudun Sähkö Verkkopalvelut Oy;;44X-000000000601;Active;;;;Metering Grid Area;Y
44Y-00000000051P;FI_KLS000;Koillis-Lapin Sähkö Oy ;;44X-00000000062Y;Active;;;;Metering Grid Area;Y
44Y-00000000052N;FI_MSO000;Muonion Sähköosuuskunta;;44X-00000000063W;Active;;;;Metering Grid Area;Y
44Y-00000000053L;FI_ROI000;Rovaniemen Verkko Oy;;44X-00000000064U;Active;;;;Metering Grid Area;Y
44Y-00000000054J;FI_HSO000;Haukiputaan Sähköosuuskunta;;44X-00000000065S;Active;;;;Metering Grid Area;Y
44Y-00000000055H;FI_HAM000;Haminan Energia Oy ;;44X-00000000066Q;Active;;;;Metering Grid Area;Y
44Y-00000000056F;FI_KAM000;Karhu Voima Verkko Oy;;44X-00000000067O;Active;;;;Metering Grid Area;Y
44Y-00000000057D;FI_TKE000;Tornion Energia Oy;;44X-00000000068M;Active;;;;Metering Grid Area;Y
44Y-00000000058B;FI_TUVE00;Tunturiverkko Oy;;44X-00000000069K;Active;;;;Metering Grid Area;Y
44Y-000000000599;FI_RVK000;Rovakaira Oy;;44X-00000000070Z;Active;;;;Metering Grid Area;Y
44Y-00000000060O;FI_ENO000;Enontekiön Sähkö Oy;;44X-00000000071X;Active;;;;Metering Grid Area;Y
44Y-00000000061M;FI_TLS000;TLS Verkko Oy;;44X-000000001997;Active;;;;Metering Grid Area;Y
44Y-00000000062K;FI_JEP000;Jeppo Kraft Andelslag;;44X-00000000073T;Active;;;;Metering Grid Area;Y
44Y-00000000063I;FI_LEO000;LE-Sähköverkko Oy;;44X-00000000074R;Active;;;;Metering Grid Area;Y
44Y-00000000064G;FI_ISS000;Imatran Seudun Sähkösiirto Oy ;;44X-00000000075P;Active;;;;Metering Grid Area;Y
44Y-00000000065E;FI_KSOY00;Kymenlaakson Sähköverkko Oy ;;44X-00000000076N;Active;;;;Metering Grid Area;Y
44Y-00000000066C;FI_PBE000;Porvoon Sähköverkko Oy;;44X-00000000077L;Active;;;;Metering Grid Area;Y
44Y-00000000067A;FI_PAV000;Porvoon Sähköverkko Oy;;44X-00000000077L;Active;;;;Metering Grid Area;Y
44Y-000000000688;FI_TLH000;Porvoon Sähköverkko Oy;;44X-00000000077L;Active;;;;Metering Grid Area;Y
44Y-000000000696;FI_HRBA00;Porvoon Sähköverkko Oy;;44X-00000000077L;Active;;;;Metering Grid Area;Y
44Y-00000000070L;FI_KLS001;Keski-Lapin Voima Oy;;44X-00000000078J;Active;;;;Metering Grid Area;Y
44Y-00000000071J;FI_VATA00;Vatajankosken Sähkö Oy;;44X-00000000185I;Active;;;;Metering Grid Area;Y
44Y-00000000072H;FI_TUI000;Tuike Finland Oy;;44X-00000000080W;Active;;;;Metering Grid Area;Y
44Y-00000000073F;FI_VALK00;Valkeakosken Energia Oy;;44X-00000000081U;Active;;;;Metering Grid Area;Y
44Y-00000000074D;FI_KAS000;Loiste Sähköverkko Oy;;44X-00000000083Q;Active;;;;Metering Grid Area;Y
44Y-00000000075B;FI_SV0000;Savon Voima Verkko Oy;;44X-00000000082S;Active;;;;Metering Grid Area;Y
44Y-000000000769;FI_LEPP00;Leppäkosken Sähkö Oy;;44X-00000000084O;Active;;;;Metering Grid Area;Y
44Y-000000000777;FI_KTA000;Kittilän Alueverkko Oy;;44X-00000000085M;Active;;;;Metering Grid Area;Y
44Y-000000000785;FI_AJS000;Alajärven Sähkö Oy;;44X-00000000086K;Active;;;;Metering Grid Area;Y
44Y-000000000793;FI_SVT001;Savon Voima Verkko Oy;;44X-00000000082S;Active;;;;Metering Grid Area;Y
44Y-00000000080I;FI_SVT002;Savon Voima Verkko Oy;;44X-00000000082S;Active;;;;Metering Grid Area;Y
44Y-00000000081G;FI_VEL000;Vetelin Energia Oy;;44X-00000000087I;Active;;;;Metering Grid Area;Y
44Y-00000000082E;FI_VFV000;Elenia Oy;;44X-00000000089E;Active;;;;Metering Grid Area;Y
44Y-00000000083C;FI_LRE000;Lappeenrannan Energiaverkot Oy;;44X-00000000090T;Active;;;;Metering Grid Area;Y
44Y-00000000084A;FI_MRT001;Lappeenrannan Energiaverkot Oy;;44X-00000000090T;Active;;;;Metering Grid Area;Y
44Y-000000000858;FI_MRT002;Lappeenrannan Energiaverkot Oy;;44X-00000000090T;Active;;;;Metering Grid Area;Y
44Y-000000000866;FI_IEN000;Iin Energia Oy;;44X-00000000091R;Active;;;;Metering Grid Area;Y
44Y-000000000874;FI_RKE001;SSAB Europe Oy;;44X-00000000092P;Active;;;;Metering Grid Area;Y
44Y-000000000882;FI_RKE002;SSAB Europe Oy;;44X-00000000092P;Active;;;;Metering Grid Area;Y
44Y-000000000890;FI_KAIK00;SSAB Europe Oy;;44X-00000000092P;Active;;;;Metering Grid Area;Y
44Y-00000000090F;FI_HNS000;Yara Suomi Oy;;44X-00000000093N;Active;;;;Metering Grid Area;Y
44Y-00000000091D;FI_HNS001;Yara Suomi Oy;;44X-00000000093N;Active;;;;Metering Grid Area;Y
44Y-00000000092B;FI_SLJ000;Yara Suomi Oy;;44X-00000000093N;Active;;;;Metering Grid Area;Y
44Y-000000000939;FI_SLJ001;Yara Suomi Oy;;44X-00000000093N;Active;;;;Metering Grid Area;Y
44Y-000000000947;FI_FCP000;Kemira Oyj;;44X-00000000021B;Active;;;;Metering Grid Area;Y
44Y-000000000955;FI_FCJO00;Kemira Oyj;;44X-00000000021B;Active;;;;Metering Grid Area;Y
44Y-000000000963;FI_KUU001;Kemira Oyj;;44X-00000000021B;Active;;;;Metering Grid Area;Y
44Y-000000000971;FI_FCAE00;Kemira Oyj;;44X-00000000021B;Active;;;;Metering Grid Area;Y
44Y-00000000099Y;FI_KUO000;Kuopion Sähköverkko Oy;;44X-00000000094L;Active;;;;Metering Grid Area;Y
44Y-000000001001;FI_HPN000;Kuopion Sähköverkko Oy;;44X-00000000094L;Active;;;;Metering Grid Area;Y
44Y-00000000102Y;FI_NEO000;Aurora Kilpilahti Oy;;44X-00000000096H;Active;;;;Metering Grid Area;Y
44Y-00000000103W;FI_SALL00;Sallilan Sähkönsiirto Oy ;;44X-00000000098D;Active;;;;Metering Grid Area;Y
44Y-00000000104U;FI_FOR000;Forssan Verkkopalvelut Oy ;;44X-00000000099B;Active;;;;Metering Grid Area;Y
44Y-00000000105S;FI_JYV000;Alva Sähköverkko Oy;;44X-00000000102B;Active;;;;Metering Grid Area;Y
44Y-00000000106Q;FI_KOK000;Kokkolan Energiaverkot Oy;;44X-000000001039;Active;;;;Metering Grid Area;Y
44Y-00000000107O;FI_UPMS;UPM Sähkönsiirto Oy;;44X-000000001047;Active;;;;Metering Grid Area;Y
44Y-00000000108M;FI_KER000;Keravan Energia Oy;;44X-000000000164;Active;;;;Metering Grid Area;Y
44Y-00000000109K;FI_ESU000;Sipoon Energia Oy;;44X-000000001055;Active;;;;Metering Grid Area;Y
44Y-00000000110Z;FI_ASE000;Äänekosken Energia Oy;;44X-000000001063;Active;;;;Metering Grid Area;Y
44Y-00000000111X;FI_VIM000;Vimpelin Voima Oy;;44X-000000001071;Active;;;;Metering Grid Area;Y
44Y-00000000112V;FI_JSE000;Järvi-Suomen Energia Oy;;44X-00000000109Y;Active;;;;Metering Grid Area;Y
44Y-00000000113T;FI_UKP000;Nykarleby Kraftverk Ab;;44X-00000000110C;Active;;;;Metering Grid Area;Y
44Y-00000000114R;FI_RKS000;Rantakairan Sähkö Oy;;44X-00000000111A;Active;;;;Metering Grid Area;Y
44Y-00000000115P;FI_LIIM00;Liimaniemen Sähköliittymä Oy;;44X-000000001144;Active;;;;Metering Grid Area;Y
44Y-00000000116N;FI_KEU000;Keuruun Sähkö Oy;;44X-000000001128;Active;;;;Metering Grid Area;Y
44Y-00000000117L;FI_TE0000;Turku Energia Sähköverkot Oy;;44X-000000001152;Active;;;;Metering Grid Area;Y
44Y-00000000118J;FI_KUOR00;Kuoreveden Sähkö Oy;;44X-000000001160;Active;;;;Metering Grid Area;Y
44Y-00000000119H;FI_PRK000;Parikkalan Valo Oy;;44X-00000000117Z;Active;;;;Metering Grid Area;Y
44Y-00000000120W;FI_NAA000;Naantalin Energia Oy;;44X-00000000118X;Active;;;;Metering Grid Area;Y
44Y-00000000121U;FI_LEH000;Lehtimäen Sähkö Oy;;44X-00000000119V;Active;;;;Metering Grid Area;Y
44Y-00000000122S;FI_VS0000;Vaasan Sähköverkko Oy;;44X-000000001209;Active;;;;Metering Grid Area;Y
44Y-00000000123Q;FI_WASA00;Vaasan Sähköverkko Oy;;44X-000000001209;Active;;;;Metering Grid Area;Y
44Y-00000000124O;FI_HAVI00;Vaasan Sähköverkko Oy;;44X-000000001209;Active;;;;Metering Grid Area;Y
44Y-00000000125M;FI_MSOY00;Nivos Verkot Oy;;44X-00000000139P;Active;;;;Metering Grid Area;Y
44Y-00000000126K;FI_OKS000;Outokummun Energia Oy ;;44X-000000001233;Active;;;;Metering Grid Area;Y
44Y-00000000127I;FI_EEV000;Tammisaaren Energia Oy;;44X-000000001241;Active;;;;Metering Grid Area;Y
44Y-00000000128G;FI_KV0000;Fingrid Oyj;;10X1001A1001A264;Active;;;;Metering Grid Area;Y
44Y-00000000129E;FI_KOTE00;Koskenkylän Tuulienergia Oy;;44X-00000000156P;Active;;;;Metering Grid Area;Y
44Y-00000000130T;FI_VRS000;Keuruun Lämpövoima Oy;;44X-000000001136;Active;;;;Metering Grid Area;Y
44Y-00000000131R;FI_KSAT00;Koillis-Satakunnan Sähkö Oy;;44X-000000001306;Active;;;;Metering Grid Area;Y
44Y-00000000132P;FI_PERH00;Perhon Voima Oy voimalaitokset;;44X-000000001306;Active;;;;Metering Grid Area;Y
44Y-00000000133N;FI_KILL00;Killinkosken vesivoimalaitos ;;44X-000000001306;Active;;;;Metering Grid Area;Y
44Y-00000000134L;FI_KAEN00;Käenkosken voimalaitos ;;44X-000000001306;Active;;;;Metering Grid Area;Y
44Y-00000000135J;FI_SOIN00;Soininkosken vesivoimalaitos ;;44X-000000001306;Active;;;;Metering Grid Area;Y
44Y-00000000136H;FI_ONT000;UPM Sähkönsiirto Oy;;44X-000000001047;Active;;;;Metering Grid Area;Y
44Y-00000000137F;FI_VOV000;UPM Sähkönsiirto Oy;;44X-000000001047;Active;;;;Metering Grid Area;Y
44Y-00000000138D;FI_KEV000;UPM Sähkönsiirto Oy;;44X-000000001047;Active;;;;Metering Grid Area;Y
44Y-00000000139B;FI_KUV000;UPM Sähkönsiirto Oy;;44X-000000001047;Active;;;;Metering Grid Area;Y
44Y-00000000140Q;FI_SCH001;UPM Sähkönsiirto Oy;;44X-000000001047;Active;;;;Metering Grid Area;Y
44Y-00000000141O;FI_TES000;UPM Sähkönsiirto Oy;;44X-000000001047;Active;;;;Metering Grid Area;Y
44Y-00000000142M;FI_KAUK00;UPM Sähkönsiirto Oy;;44X-000000001047;Active;;;;Metering Grid Area;Y
44Y-00000000143K;FI_JAM000;UPM Sähkönsiirto Oy;;44X-000000001047;Active;;;;Metering Grid Area;Y
44Y-00000000144I;FI_KAIP00;UPM Sähkönsiirto Oy;;44X-000000001047;Active;;;;Metering Grid Area;Y
